"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2024/02/06","13:00","-0.088","-","0.405"
"2024/02/06","14:00","-0.286","-","0.215"
"2024/02/06","15:00","-0.433","-","0.079"
"2024/02/06","16:00","-0.478","-","-0.002"
"2024/02/06","17:00","-0.411","-","0.015"
"2024/02/06","18:00","-0.267","-","0.175"
"2024/02/06","19:00","-0.1","-","0.319"
"2024/02/06","20:00","0.045","-","0.475"
"2024/02/06","21:00","0.139","-","0.575"
"2024/02/06","22:00","0.157","-","0.6"
"2024/02/06","23:00","0.07","-","0.528"
"2024/02/07","00:00","-0.103","-","0.352"
"2024/02/07","01:00","-0.302","-","0.158"
"2024/02/07","02:00","-0.481","-","-0.028"
"2024/02/07","03:00","-0.607","-","-0.146"
"2024/02/07","04:00","-0.632","-","-0.149"
"2024/02/07","05:00","-0.527","-","-0.026"
"2024/02/07","06:00","-0.32","-","0.208"
"2024/02/07","07:00","-0.064","-","0.449"
"2024/02/07","08:00","0.186","-","0.689"
"2024/02/07","09:00","0.383","-","0.902"
"2024/02/07","10:00","0.495","-","1.024"
"2024/02/07","11:00","0.486","-","1.052"
"2024/02/07","12:00","0.347","-","0.916"
"2024/02/07","13:00","0.127","-","0.698"
"2024/02/07","14:00","-0.115","-","0.454"
"2024/02/07","15:00","-0.34","-","0.213"
"2024/02/07","16:00","-0.497","-","0.039"
"2024/02/07","17:00","-0.536","-","-0.008"
"2024/02/07","18:00","-0.452","-","0.07"
"2024/02/07","19:00","-0.284","-","0.164"
"2024/02/07","20:00","-0.083","-","0.375"
"2024/02/07","21:00","0.096","-","0.566"
"2024/02/07","22:00","0.209","-","0.708"
"2024/02/07","23:00","0.224","-","0.714"
"2024/02/08","00:00","0.115","-","0.608"
"2024/02/08","01:00","-0.09","-","0.423"
"2024/02/08","02:00","-0.32","-","0.201"
"2024/02/08","03:00","-0.527","-","-0.028"
"2024/02/08","04:00","-0.669","-","-0.167"
"2024/02/08","05:00","-0.691","-","-0.208"
"2024/02/08","06:00","-0.573","-","-0.098"
"2024/02/08","07:00","-0.341","-","0.137"
"2024/02/08","08:00","-0.05","-","0.463"
"2024/02/08","09:00","0.234","-","0.751"
"2024/02/08","10:00","0.453","-","0.966"
"2024/02/08","11:00","0.565","-","1.039"
"2024/02/08","12:00","0.535","-","0.981"
"2024/02/08","13:00","0.361","-","0.835"
"2024/02/08","14:00","0.106","-","0.556"
"2024/02/08","15:00","-0.168","-","0.333"
"2024/02/08","16:00","-0.412","-","0.081"
"2024/02/08","17:00","-0.571","-","-0.115"
"2024/02/08","18:00","-0.596","-","-0.181"
"2024/02/08","19:00","-0.484","-","-0.072"
"2024/02/08","20:00","-0.275","-","0.175"
"2024/02/08","21:00","-0.034","-","0.421"
"2024/02/08","22:00","0.17","-","0.611"
"2024/02/08","23:00","0.292","-","0.747"
"2024/02/09","00:00","0.293","-","0.718"
"2024/02/09","01:00","0.154","-","0.551"
"2024/02/09","02:00","-0.084","-","0.316"
"2024/02/09","03:00","-0.344","-","0.068"
"2024/02/09","04:00","-0.575","-","-0.15"
"2024/02/09","05:00","-0.727","-","-0.329"
